acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs
5439,AZ,85080,Bank_Of_Am,2049,01015764,1,0.4465,-0.81,138,95,20,2
5440,AL,36340,Discover,3306,01019426,1,0.0325,-3.43,84,59,8,1
5441,MA,02152,Discover,4834,06012738,6,0.7935,-0.23,141,97,86,2
5442,CA,91789,Wells,2582,04013072,4,0.5144,-0.66,136,72,29,2
5443,AR,72114,Associates,5681,02013935,2,0.4333,-0.84,120,42,93,2
5444,CA,94523,Associates,2370,03923904,3,0.1284,-2.05,98,72,135,1
5445,TX,75243,Chase,1468,07012529,7,0.8789,-0.13,132,48,150,3
5446,AZ,85035,Wells,1956,02014586,2,0.2900,-1.24,93,13,518,6
5447,IL,60194,Wells,1738,02013741,2,0.2149,-1.54,127,19,170,8
5448,FL,33012,Associates,4439,01928455,1,0.9065,-0.1,110,52,145,8
5449,IL,60633,Associates,4881,04013192,4,0.9206,-0.08,146,77,69,3
5450,OH,44310,Associates,3792,05012879,5,0.7525,-0.28,78,27,84,1
5451,SD,57718,Bank_Of_Am,4172,03013334,3,0.7939,-0.23,139,18,32,5
5452,CA,94539,Wells,1470,07012517,7,0.0993,-2.31,133,85,339,2
5453,OH,43512,Associates,1615,04013211,4,0.6986,-0.36,137,35,138,3
5454,CA,94560,Associates,1935,04013229,4,0.7945,-0.23,139,45,55,2
5455,TX,75561,Discover,3728,10011669,10,0.2465,-1.4,97,59,202,1
5456,CA,93561,Associates,2940,01016197,1,0.5697,-0.56,121,25,76,8
5457,NY,11412,Discover,1016,03013438,3,0.0298,-3.51,108,5,188,10
5458,CA,91776,Wells,1806,01014824,1,0.4223,-0.86,111,13,86,7
5459,FL,33567,Discover,2351,03013481,3,0.2069,-1.58,139,33,244,2
5460,WY,82520,Bank_Of_Am,7702,06922367,6,0.1485,-1.91,118,74,167,3
5461,TX,75474,Discover,6306,02013956,2,0.0745,-2.6,134,68,51,7
5462,CA,91801,Chase,2843,03013427,3,0.9723,-0.03,128,39,71,1
5463,WV,25606,Associates,6827,01015731,1,0.5381,-0.62,121,82,1,1
5464,FL,33710,Discover,5781,09012037,9,0.1108,-2.2,120,9,18,4
5465,CA,90034,Bank_Of_Am,2703,06012690,6,0.5761,-0.55,128,6,107,7
5466,NV,89117,Chase,3026,09012125,9,0.5512,-0.6,116,15,10,2
5467,IL,60626,Chase_Rev,2155,02014072,2,0.7498,-0.29,127,46,152,2
5468,MI,48227,Wells,4507,05012788,5,0.3981,-0.92,67,75,47,3
5469,NY,12477,Bank_Of_Am,4253,06012603,6,0.9788,-0.02,104,10,114,1
5470,WA,98467,Bank_Of_Am,820,05922748,5,0.3645,-1.01,144,57,40,4
5471,TN,38134,Chase,5429,04013084,4,0.8708,-0.14,103,94,15,4
5472,NY,12303,Chase_Rev,1587,02014098,2,0.5231,-0.65,140,49,170,5
5473,IL,60615,Discover,2916,04013082,4,0.7690,-0.26,129,62,57,4
5474,CA,92503,Wells,1557,02013863,2,0.1354,-2,143,85,294,4
5475,VA,22401,Wells,2160,02014240,2,0.7266,-0.32,124,23,12,5
5476,DE,19810,Discover,7328,04923460,4,0.5873,-0.53,131,74,320,1
5477,CA,95376,Bank_Of_Am,1028,01019490,1,0.1005,-2.3,117,52,36,2
5478,OH,44622,Discover,1521,08000000,8,0.9601,-0.04,122,17,29,1
5479,NY,11235,Discover,2679,01016908,1,0.1914,-1.65,117,31,41,2
5480,CA,96151,Bank_Of_Am,1095,01016237,1,0.0799,-2.53,110,83,61,9
5481,KY,42087,Associates,4012,01015440,1,0.3813,-0.96,115,34,62,1
5482,CA,94801,Wells,2334,05012885,5,0.0100,-4.6,136,6,42,1
5483,CA,95828,Wells,1467,02013845,2,0.1902,-1.66,109,46,133,3
5484,CA,94112,Wells,740,01016595,1,0.8315,-0.18,124,51,117,1
5485,CA,95524,Wells,1908,05012926,5,0.9608,-0.04,134,90,103,5
5486,MD,20906,Bank_Of_Am,1906,02013872,2,0.3915,-0.94,98,75,73,1
5487,FL,34286,Chase,1338,02013762,2,0.6097,-0.49,137,83,139,2
5488,CA,92109,Wells,5318,08012255,8,0.9734,-0.03,148,16,27,7
5489,MA,01085,Discover,3683,04013054,4,0.7915,-0.23,140,44,94,1
5490,TX,76357,Bank_Of_Am,2008,03924141,3,0.8059,-0.22,127,94,34,3
5491,CA,92625,Bank_Of_Am,3992,01015426,1,0.0795,-2.53,79,43,42,1
5492,MN,55445,Associates,2582,05012901,5,0.2660,-1.32,136,36,48,2
5493,MI,48083,Discover,9282,01015666,1,0.5829,-0.54,106,31,168,2
5494,CA,95816,Wells,2368,02014119,2,0.0705,-2.65,144,7,52,3
5495,DC,20020,Chase,3396,09012081,9,0.1513,-1.89,127,12,36,2
5496,TN,38301,Associates,1100,09011955,9,0.5969,-0.52,121,2,63,1
5497,WI,54961,Associates,2377,01019414,1,0.6060,-0.5,86,17,475,5
5498,IL,60608,Discover,5343,02014217,2,0.5440,-0.61,143,70,86,2
5499,CA,94577,Chase_Rev,5554,09012120,9,0.3729,-0.99,104,27,32,1
5500,CA,91942,Associates,2632,06012647,6,0.1811,-1.71,137,88,59,2
5501,NY,10462,Discover,557,01015056,1,0.2862,-1.25,136,20,69,10
5502,UT,84606,Wells,261,08000000,8,0.6354,-0.45,145,33,16,4
5503,WA,99022,Wells,4837,06012750,6,0.7965,-0.23,119,6,59,1
5504,CA,93030,Bank_Of_Am,1191,07012373,7,0.4823,-0.73,144,58,30,1
5505,TX,75235,Discover,5995,10011286,10,0.4234,-0.86,120,52,65,2
5506,TX,79423,Discover,9413,08000000,8,0.6987,-0.36,137,30,94,3
5507,OH,44302,Discover,995,04013257,4,0.7142,-0.34,131,11,38,1
5508,CA,91935,Associates,1665,01019455,1,0.9877,-0.01,141,21,81,9
5509,WA,98513,Bank_Of_Am,4215,05012814,5,0.5737,-0.56,83,34,20,3
5510,MO,65571,Wells,2045,01019548,1,0.3341,-1.1,135,12,158,1
5511,NY,14526,Discover,2501,04013017,4,0.3119,-1.16,96,19,36,3
5512,CA,91754,Wells,1229,05012850,5,0.5434,-0.61,125,58,28,5
5513,SC,29334,Chase,3210,04013112,4,0.3412,-1.08,131,28,14,2
5514,CA,94110,Wells,1821,05012885,5,0.1576,-1.85,136,4,5,1
5515,CA,95128,Wells,1050,06012697,6,0.3388,-1.08,124,8,12,6
5516,OR,97408,Discover,4178,02013842,2,0.1113,-2.2,141,72,14,1
5517,TX,75023,Chase_Rev,899,07012406,7,0.1217,-2.11,119,72,96,4
5518,OH,45663,Chase_Rev,4457,06012761,6,0.9969,0,102,50,52,1
5519,AZ,85206,Wells,1860,06012743,6,0.1394,-1.97,131,3,55,1
5520,PA,15370,Bank_Of_Am,2429,02014093,2,0.5231,-0.65,110,55,107,1
5521,FL,33134,Chase_Rev,1102,04013223,4,0.8336,-0.18,131,22,108,2
5522,MD,20721,Discover,7648,01015896,1,0.5130,-0.67,114,45,41,2
5523,VA,23451,Wells,1697,01019573,1,0.2005,-1.61,103,21,3,2
5524,OR,97211,Wells_FIB,1819,03013492,3,0.2905,-1.24,133,97,83,8
5525,RI,02816,Associates,3269,08012340,8,0.2143,-1.54,115,47,10,1
5526,TX,77957,Wells,1845,03013334,3,0.2575,-1.36,132,84,29,1
5527,FL,33810,Associates,1070,03013336,3,0.0300,-3.51,133,36,101,3
5528,PA,17319,Bank_Of_Am,4903,02014509,2,0.8509,-0.16,109,18,108,1
5529,MO,63104,Associates,1175,01015580,1,0.5939,-0.52,113,8,18,3
5530,AL,36784,Chase,8186,06012655,6,0.1239,-2.09,107,86,79,7
5531,KY,41011,Associates,5494,06012717,6,0.1118,-2.19,113,55,97,1
5532,AZ,85201,Discover,772,06012576,6,0.7647,-0.27,132,15,2,2
5533,VA,20175,Associates,5293,07012525,7,0.1209,-2.11,103,99,48,2
5534,CA,95126,Bank_Of_Am,333,01019512,1,0.8212,-0.2,113,23,104,1
5535,SC,29407,Discover,1411,02014144,2,0.0191,-3.96,145,55,114,3
5536,NY,11418,Associates,7741,06012632,6,0.9359,-0.07,100,98,70,3
5537,CA,94706,Wells,830,06012626,6,0.1784,-1.72,127,68,4,3
5538,AR,72002,Discover,2043,01019313,1,0.3577,-1.03,122,91,32,4
5539,WA,98588,Bank_Of_Am,821,10011825,10,0.5619,-0.58,103,76,15,13
5540,WA,98942,Bank_Of_Am,4580,01018885,1,0.7163,-0.33,142,4,97,3
5541,TX,75224,Associates,1455,08012166,8,0.6453,-0.44,137,49,51,1
5542,CA,91306,Wells,3513,01019291,1,0.0249,-3.69,132,4,22,5
5543,NJ,07207,Discover,1486,08000000,8,0.5599,-0.58,120,80,192,3
5544,FL,32204,Associates,1652,03013584,3,0.2233,-1.5,118,80,38,2
5545,MD,21206,Discover,3223,05012918,5,0.3755,-0.98,128,67,93,2
5546,CA,95008,Bank_Of_Am,1233,03013659,3,0.3310,-1.11,110,64,317,1
5547,OR,97303,Wells_FIB,4031,03013587,3,0.2409,-1.42,135,76,49,10
5548,MI,49024,Discover,1294,05012860,5,0.4802,-0.73,141,25,159,2
5549,PA,15206,Discover,525,04013208,4,0.3554,-1.03,138,40,8,4
5550,MO,63043,Discover,1602,02014076,2,0.7780,-0.25,138,39,68,6
5551,IL,60154,Discover,1702,02013797,2,0.3928,-0.93,142,71,93,1
5552,GA,30474,Discover,4438,01925913,1,0.8786,-0.13,131,74,61,4
5553,CA,90805,Wells,7136,08012200,8,0.2549,-1.37,116,53,96,2
5554,OH,45236,Discover,5963,10011859,10,0.6630,-0.41,123,27,4,2
5555,MA,02189,Discover,2645,01016864,1,0.8484,-0.16,115,4,23,2
5556,WA,98021,Bank_Of_Am,10982,09011888,9,0.7500,-0.29,123,21,60,1
5557,TX,77040,Bank_Of_Am,3113,06012764,6,0.3296,-1.11,128,79,56,3
5558,NY,11714,Wells,2917,04013150,4,0.6008,-0.51,132,87,103,2
5559,KY,42437,Discover,8408,10011594,10,0.8103,-0.21,135,50,303,1
5560,IL,60652,Bank_Of_Am,5754,02014402,2,0.3107,-1.17,93,12,77,18
5561,TX,79710,Bank_Of_Am,1831,01019127,1,0.6778,-0.39,145,65,15,1
5562,WA,98407,Wells,1765,09012092,9,0.0796,-2.53,112,13,3,1
5563,MT,59711,Associates,3039,10011708,10,0.5518,-0.59,85,13,250,1
5564,NC,28211,Wells,3290,01019654,1,0.4576,-0.78,98,52,328,1
5565,MN,56031,Wells,5801,07012443,7,0.9742,-0.03,117,6,23,7
5566,TN,37411,Discover,4147,05012936,5,0.5146,-0.66,114,63,130,1
5567,MS,38843,Chase_Rev,3615,01019222,1,0.4631,-0.77,126,61,46,2
5568,VA,23407,Chase_Rev,2957,02014021,2,0.9518,-0.05,143,76,91,3
5569,MS,38756,Chase,3347,06012695,6,0.1873,-1.67,107,84,106,2
5570,CA,93277,Discover,8551,10011696,10,0.8806,-0.13,134,29,31,2
5571,IN,46582,Bank_Of_Am,5682,05013005,5,0.5578,-0.58,131,11,104,1
5572,AZ,86510,Associates,4065,01019203,1,0.8851,-0.12,146,64,244,1
5573,OH,45150,Discover,1941,03013528,3,0.5627,-0.57,117,12,47,5
5574,GA,30329,Discover,795,05012861,5,0.4876,-0.72,139,37,4,2
5575,NC,28541,Associates,3957,01017099,1,0.9096,-0.09,138,72,4,1
5576,MN,55713,Associates,3897,06012611,6,0.4909,-0.71,111,18,53,3
5577,MA,02726,Associates,1320,03013321,3,0.7628,-0.27,134,49,164,1
5578,NV,89110,Associates,3493,05012980,5,0.7588,-0.28,132,18,4,1
5579,CA,92262,Wells,3277,03013341,3,0.0022,-6.11,100,66,53,1
5580,MA,02744,Bank_Of_Am,3578,04013156,4,0.0969,-2.33,121,63,51,2
5581,NY,12302,Discover,7758,01015850,1,0.3198,-1.14,135,34,9,1
5582,CA,95650,Wells,1510,04013188,4,0.9744,-0.03,111,58,33,2
5583,CA,91709,Wells,1487,06012606,6,0.8433,-0.17,121,80,47,3
5584,CA,95249,Wells_FIB,3757,10011867,10,0.4224,-0.86,143,78,123,3
5585,NJ,08110,Associates,5290,01019346,1,0.3438,-1.07,112,46,139,1
5586,IL,62095,Bank_Of_Am,1968,03013625,3,0.8628,-0.15,133,39,91,1
5587,NC,28574,Chase,2410,08000000,8,0.3725,-0.99,143,33,116,3
5588,TX,75602,Discover,2290,02014039,2,0.5409,-0.61,141,54,193,2
5589,RI,02860,Bank_Of_Am,3319,05012913,5,0.3861,-0.95,149,14,82,1
5590,IN,46628,Discover,1662,03013392,3,0.3292,-1.11,146,68,108,5
5591,FL,32837,Wells,1222,03013299,3,0.2800,-1.27,140,69,127,5
5592,AL,36736,Wells,1863,02013683,2,0.4226,-0.86,127,56,357,3
5593,FL,32303,Chase,2425,04013124,4,0.0750,-2.59,129,99,86,4
5594,CA,91423,Discover,3630,05012948,5,0.2799,-1.27,114,51,12,2
5595,KS,66215,Discover,1310,07012538,7,0.0200,-3.91,138,54,78,5
5596,LA,71106,Discover,3582,06012644,6,0.3034,-1.19,140,18,78,1
5597,IL,60619,Discover,2250,01015524,1,0.9147,-0.09,134,86,52,5
5598,NY,12065,Discover,1030,05012824,5,0.6248,-0.47,124,29,32,2
5599,CA,92116,Bank_Of_Am,892,07012545,7,0.8883,-0.12,140,82,72,10
5600,NJ,07005,Bank_Of_Am,5069,03013414,3,0.0338,-3.39,117,44,90,1
5601,CA,95382,Wells_FIB,8382,01015023,1,0.3270,-1.12,121,56,81,1
5602,FL,34230,Chase,4133,06012719,6,0.3403,-1.08,116,51,125,1
5603,CA,90809,Associates,3971,07012413,7,0.4724,-0.75,105,95,14,2
5604,CA,92882,Wells,1581,04013212,4,0.1461,-1.92,128,47,17,2
5605,OH,44121,Chase_Bony,5460,04923399,4,0.3834,-0.96,115,15,87,5
5606,CA,91790,Associates,1016,07012481,7,0.0727,-2.62,106,50,46,4
5607,CA,95054,Associates,3724,01019340,1,0.3237,-1.13,140,72,103,1
5608,NY,11364,Chase_Rev,800,02013723,2,0.8884,-0.12,100,81,102,1
5609,LA,70765,Discover,5317,04013036,4,0.1293,-2.05,131,74,89,3
5610,OH,45427,Discover,1569,07012534,7,0.8388,-0.18,133,11,10,3
5611,TX,78043,Discover,3165,10010015,10,0.9848,-0.02,83,46,33,1
5612,CA,93277,Bank_Of_Am,1873,06012709,6,0.3600,-1.02,87,29,77,8
5613,DC,20019,Associates,5246,02014256,2,0.0776,-2.56,126,35,138,5
5614,AL,36066,Wells_FIB,1469,08012312,8,0.1901,-1.66,97,18,1,1
5615,CA,95122,Wells,2627,02013856,2,0.7102,-0.34,122,72,115,2
5616,VA,23418,Discover,2109,01017264,1,0.5547,-0.59,124,38,37,5
5617,IL,62220,Discover,1144,02014028,2,0.7232,-0.32,94,9,66,2
5618,WA,98597,Associates,5167,01016184,1,0.3230,-1.13,140,43,93,1
5619,PA,17876,Chase,2601,03013558,3,0.5054,-0.68,112,73,101,5
5620,FL,32808,Associates,126,01017394,1,0.0878,-2.43,101,70,157,13
5621,TN,37040,Discover,2309,04013222,4,0.0092,-4.69,93,72,563,2
5622,CA,90004,Wells,2101,05012945,5,0.7664,-0.27,122,65,83,1
5623,MI,48184,Discover,4472,06012673,6,0.2751,-1.29,117,5,3,1
5624,NY,11214,Wells,2599,03013296,3,0.8500,-0.16,136,45,10,1
5625,LA,70578,Discover,1160,08000000,8,0.8400,-0.17,133,38,122,2
5626,NY,12307,Bank_Of_Am,2620,01019312,1,0.7730,-0.26,145,44,90,4
5627,CA,91770,Bank_Of_Am,2474,01016484,1,0.0998,-2.3,141,11,108,5
5628,PA,19121,Chase,1778,03013613,3,0.0470,-3.06,130,6,92,1
5629,OH,44310,Discover,6664,02924526,2,0.6637,-0.41,91,92,139,17
5630,CA,95126,Bank_Of_Am,3311,10011792,10,0.2693,-1.31,102,43,5,3
5631,NJ,08052,Associates,5424,08012239,8,0.4376,-0.83,122,68,8,2
5632,CA,90019,Associates,5518,09012106,9,0.8613,-0.15,110,19,29,1
5633,PA,19132,Bank_Of_Am,3798,02014223,2,0.1951,-1.63,129,60,71,1
5634,TX,79937,Discover,5501,10011472,10,0.5241,-0.65,115,27,3,3
5635,NJ,08724,Chase,2023,03013417,3,0.1008,-2.3,123,68,26,1
5636,MO,65714,Discover,2947,01015793,1,0.8773,-0.13,127,61,7,3
5637,PA,18504,Chase_Rev,2233,03013653,3,0.1705,-1.77,132,86,293,1
5638,IN,46143,Chase_Rev,1516,02013706,2,0.4653,-0.77,87,94,248,1
5639,CA,91748,Wells,8986,02013869,2,0.3221,-1.13,132,60,66,8
5640,NY,10019,Chase_Rev,1803,02013714,2,0.9195,-0.08,143,69,112,1
5641,CA,94509,Wells,1895,01928941,1,0.9425,-0.06,87,96,54,1
5642,CT,06605,Discover,2346,01018058,1,0.5966,-0.52,142,46,198,3
5643,PA,18071,Bank_Of_Am,5335,01017584,1,0.5994,-0.51,111,27,86,1
5644,NY,12304,Chase,2613,04013262,4,0.6658,-0.41,123,91,24,2
5645,TX,77083,Associates,3596,10011438,10,0.5115,-0.67,148,78,299,2
5646,AZ,85714,Discover,3493,01015823,1,0.8723,-0.14,131,52,264,6
5647,CA,93905,Discover,7273,01015717,1,0.5056,-0.68,133,75,17,5
5648,CA,91912,Bank_Of_Am,1454,06012582,6,0.5575,-0.58,142,21,9,3
5649,LA,70441,Chase_Rev,6634,08000000,8,0.9738,-0.03,136,49,80,2
5650,LA,70401,Discover,1534,08000000,8,0.4390,-0.82,100,37,2,1
5651,CT,06320,Bank_Of_Am,1016,01015067,1,0.4862,-0.72,140,82,206,1
5652,CA,91304,Chase,1169,07012436,7,0.3581,-1.03,112,12,24,2
5653,KS,66508,Chase_Rev,3764,04013193,4,0.5350,-0.63,133,59,10,2
5654,TX,79119,Bank_Of_Am,3414,10011489,10,0.1452,-1.93,81,74,113,1
5655,NY,13903,Bank_Of_Am,5452,03013477,3,0.0701,-2.66,87,5,47,3
5656,CA,92683,Bank_Of_Am,456,08000000,8,0.5449,-0.61,128,2,25,1
5657,CA,90034,Bank_Of_Am,3951,01019452,1,0.8566,-0.15,100,17,36,2
5658,FL,34207,Chase,6733,08012348,8,0.2295,-1.47,127,64,45,8
5659,MO,63135,Chase,1772,03013298,3,0.1404,-1.96,121,80,353,3
5660,IL,60644,Wells,2441,01017145,1,0.8406,-0.17,111,72,125,1
5661,TX,77868,Associates,6689,10010974,10,0.1475,-1.91,128,68,39,10
5662,CA,93117,Wells,2797,01019347,1,0.6371,-0.45,132,34,244,10
5663,PA,15537,Discover,2327,03013366,3,0.8962,-0.11,98,40,127,3
5664,LA,71292,Discover,1708,02013866,2,0.6381,-0.45,110,21,12,1
5665,GA,30543,Discover,1114,05012834,5,0.1761,-1.74,92,30,30,3
5666,GA,30184,Chase_Rev,7471,07012388,7,0.3826,-0.96,106,73,143,3
5667,AZ,85365,Bank_Of_Am,7865,10011358,10,0.4097,-0.89,102,68,16,2
5668,NC,27030,Associates,4184,01015562,1,0.9795,-0.02,120,78,137,1
5669,TX,76202,Bank_Of_Am,7616,06922328,6,0.5597,-0.58,108,80,35,3
5670,NY,14224,Associates,1108,06012751,6,0.4597,-0.78,112,38,203,4
5671,MS,39556,Discover,963,03013436,3,0.6791,-0.39,110,99,76,9
5672,OH,43968,Chase,710,03013607,3,0.8199,-0.2,134,39,11,6
5673,LA,70820,Discover,1640,02014621,2,0.0358,-3.33,118,18,21,5
5674,NJ,08085,Bank_Of_Am,8028,01015393,1,0.8364,-0.18,128,32,122,7
5675,CA,95746,Wells,1544,04013106,4,0.8936,-0.11,143,98,74,1
5676,NJ,07306,Bank_Of_Am,1424,03013446,3,0.3032,-1.19,109,63,126,1
5677,CA,95376,Bank_Of_Am,2878,01018825,1,0.3655,-1.01,121,12,8,3
5678,LA,70301,Discover,3075,04013141,4,0.6555,-0.42,87,84,54,2
5679,CT,06420,Chase_Rev,7028,04013150,4,0.7028,-0.35,134,66,127,3
5680,NY,10462,Wells,3298,02014752,2,0.2550,-1.37,137,39,42,7
5681,DE,19805,Associates,2418,04013176,4,0.2359,-1.44,141,20,48,1
5682,CA,94619,Wells,1394,03013341,3,0.5020,-0.69,121,67,101,3
5683,CA,94903,Bank_Of_Am,2256,04013095,4,0.6908,-0.37,123,61,42,1
5684,CA,91702,Wells,1542,02013727,2,0.4823,-0.73,129,3,124,5
5685,TN,37763,Associates,3803,06012575,6,0.1803,-1.71,129,68,117,4
5686,OH,43220,Discover,5569,07012364,7,0.9233,-0.08,122,77,12,2
5687,CA,92663,Bank_Of_Am,2774,01016446,1,0.1282,-2.05,123,19,152,1
5688,CA,91733,Wells,1224,09012030,9,0.2119,-1.55,129,45,59,1
5689,TN,37047,Associates,2245,01015422,1,0.8938,-0.11,117,32,82,3
5690,CA,92570,Wells,2126,04013051,4,0.3048,-1.19,127,30,133,1
5691,CA,94131,Wells,1140,01016594,1,0.6196,-0.48,127,70,253,2
5692,CA,90277,Chase,11937,04923534,4,0.8447,-0.17,96,58,189,1
5693,GA,30286,Chase,3111,04013089,4,0.7298,-0.32,133,42,52,4
5694,NJ,08083,Bank_Of_Am,1545,02014446,2,0.3504,-1.05,136,26,166,1
5695,PA,19148,Chase,5574,02013715,2,0.3579,-1.03,143,4,21,2
5696,PA,15143,Associates,6340,07012354,7,0.7436,-0.3,135,30,52,1
5697,NC,28403,Associates,1616,01019768,1,0.1933,-1.64,140,77,129,2
5698,CO,80424,Chase_Rev,1911,02014044,2,0.8291,-0.19,113,22,185,4
5699,NY,11229,Bank_Of_Am,5798,08012324,8,0.7286,-0.32,133,47,26,6
5700,MO,64683,Discover,3888,06012768,6,0.1056,-2.25,107,41,121,4
5701,CA,95639,Wells,1315,06012628,6,0.8861,-0.12,112,65,96,7
5702,MO,63366,Discover,4283,03013341,3,0.5079,-0.68,105,72,293,2
5703,IN,46550,Discover,1672,03013626,3,0.7521,-0.28,134,39,71,1
5704,AZ,85250,Bank_Of_Am,3192,07012400,7,0.3605,-1.02,143,95,22,3
5705,TX,75839,Chase,4015,10011604,10,0.4257,-0.85,148,56,134,1
5706,AL,35673,Chase,1590,03013376,3,0.1964,-1.63,128,74,36,1
5707,CA,92630,Bank_Of_Am,1413,04013020,4,0.3562,-1.03,96,82,262,1
5708,IN,47201,Bank_Of_Am,5825,03013444,3,0.0275,-3.59,114,20,97,11
5709,OH,44509,Discover,2732,02014645,2,0.0655,-2.73,120,1,165,2
5710,FL,32669,Chase,2806,02013775,2,0.3650,-1.01,124,15,240,1
5711,NY,11554,Discover,2631,04013143,4,0.4094,-0.89,138,72,12,3
5712,CO,80905,Discover,3150,04013202,4,0.5624,-0.58,143,6,131,1
5713,TX,75935,Wells,6411,10011287,10,0.4456,-0.81,131,72,167,4
5714,IN,46227,Bank_Of_Am,3631,01019345,1,0.3329,-1.1,144,27,9,1
5715,TX,76504,Associates,4633,02924783,2,0.6799,-0.39,115,92,52,4
5716,TX,75067,Discover,3960,10011611,10,0.3993,-0.92,129,97,107,3
5717,CA,95231,Wells,1675,04013065,4,0.0551,-2.9,138,5,35,2
5718,NY,11226,Discover,1808,02014555,2,0.2380,-1.44,108,77,99,4
5719,IL,60187,Chase,2203,02013965,2,0.9360,-0.07,128,38,27,1
5720,TX,77075,Wells,649,03013463,3,0.7928,-0.23,121,10,18,1
5721,TX,79764,Wells,4163,09011998,9,0.3520,-1.04,110,84,13,1
5722,NY,10023,Bank_Of_Am,2143,03013338,3,0.9212,-0.08,138,84,51,3
5723,CA,92627,Wells,2595,01015010,1,0.8392,-0.18,127,99,44,1
5724,WI,53142,Chase_Rev,2851,05012794,5,0.7790,-0.25,111,6,32,1
5725,CA,90270,Wells,1888,02013918,2,0.1478,-1.91,118,57,78,4
5726,NJ,07306,Discover,2164,04013086,4,0.3707,-0.99,112,11,42,3
5727,OR,97211,Wells_FIB,2991,04013248,4,0.8331,-0.18,122,98,87,6
5728,MD,20705,Discover,3162,05012855,5,0.1598,-1.83,131,1,105,2
5729,CA,94401,Chase,475,02014593,2,0.3613,-1.02,128,32,269,2
5730,IL,60901,Discover,1526,01017561,1,0.6361,-0.45,148,47,40,1
5731,CA,91311,Discover,1389,09011948,9,0.6135,-0.49,146,38,25,2
5732,CA,92407,Wells,2329,05012835,5,0.6821,-0.38,136,12,57,1
5733,MO,64126,Discover,4744,02014283,2,0.8472,-0.17,116,94,302,3
5734,CA,93313,Wells,2150,01019469,1,0.9787,-0.02,136,27,74,4
5735,SC,29483,Discover,5980,07012444,7,0.0276,-3.59,86,28,396,3
5736,PA,19464,Associates,5716,07012357,7,0.1393,-1.97,149,89,106,2
5737,NJ,07010,Bank_Of_Am,2895,05012941,5,0.2824,-1.26,104,8,184,3
5738,GA,30291,Wells,2152,05012788,5,0.8723,-0.14,121,90,20,4
5739,FL,34748,Bank_Of_Am,5863,01017353,1,0.2286,-1.48,103,19,78,13
5740,MA,02330,Discover,4085,05012985,5,0.2279,-1.48,124,57,372,2
5741,OR,97080,Bank_Of_Am,2708,06012741,6,0.7075,-0.35,131,17,20,1
5742,CA,93304,Wells,918,02014508,2,0.2246,-1.49,119,69,4,2
5743,TX,79936,Discover,3462,05012932,5,0.2948,-1.22,99,48,151,1
5744,GA,31709,Discover,2349,05012977,5,0.2121,-1.55,89,63,71,1
5745,TX,75234,Discover,3326,10011743,10,0.2997,-1.21,111,78,98,2
5746,PA,16635,Associates,2084,06012610,6,0.8469,-0.17,139,7,85,1
5747,WI,53038,Associates,9716,04013082,4,0.0507,-2.98,136,14,14,2
5748,FL,33173,Associates,2681,02014596,2,0.1534,-1.87,103,59,35,2
5749,SC,29624,Chase,1086,04013146,4,0.1101,-2.21,119,59,30,1
5750,CA,91710,Wells,2080,02014401,2,0.9125,-0.09,129,19,11,2
5751,NJ,08701,Associates,506,02014723,2,0.6287,-0.46,115,6,47,2
5752,CA,92084,Wells_FIB,2447,04013011,4,0.4693,-0.76,129,64,36,1
5753,CT,06516,Associates,4022,08012181,8,0.3936,-0.93,138,74,84,2
5754,TX,75243,Discover,1832,01015380,1,0.1424,-1.95,119,62,62,2
5755,CA,91755,Wells,3298,01016721,1,0.4472,-0.8,130,32,93,5
5756,ME,04861,Chase,3566,08012183,8,0.8703,-0.14,135,49,105,2
5757,CA,91715,Chase,6690,09012091,9,0.8158,-0.2,105,98,143,2
5758,CA,90650,Wells,1947,02013701,2,0.2199,-1.51,113,77,37,1
5759,LA,71220,Chase,1653,03013293,3,0.3492,-1.05,119,49,74,19
5760,TN,38008,Discover,1475,08000000,8,0.2914,-1.23,123,29,127,1
5761,AR,71603,Discover,4616,02924712,2,0.5033,-0.69,133,2,23,6
5762,CA,91790,Wells,2181,01017598,1,0.1613,-1.82,119,37,11,1
5763,PA,19006,Chase,3478,04013024,4,0.4054,-0.9,138,19,60,1
5764,CA,92117,Bank_Of_Am,2054,05012885,5,0.3228,-1.13,120,90,7,1
5765,PA,19114,Discover,4929,02014605,2,0.4370,-0.83,142,19,162,7
5766,PA,19144,Discover,4205,06012591,6,0.8324,-0.18,112,76,125,4
5767,KS,67005,Associates,9416,10011709,10,0.5685,-0.56,118,57,109,3
5768,NC,27979,Discover,1332,08000000,8,0.8016,-0.22,135,17,96,5
5769,FL,32164,Wells,4406,05012878,5,0.5163,-0.66,141,31,37,1
5770,NJ,07103,Associates,1069,04013021,4,0.8649,-0.15,118,56,132,5
5771,WY,82501,Chase,1876,02013849,2,0.8510,-0.16,103,35,122,7
5772,CA,93926,Wells,1792,05012922,5,0.9768,-0.02,147,22,37,2
5773,CA,95518,Discover,3345,06012586,6,0.3537,-1.04,140,94,66,3
5774,TX,78759,Bank_Of_Am,2986,10011757,10,0.7088,-0.34,141,40,3,1
5775,CA,91401,Bank_Of_Am,932,02014252,2,0.6874,-0.37,129,83,81,4
