customerid,credit,current_account,duration,previous_credit,purpose,amount,value_saving_stocks,tenure,install_rate,marital_status_sex,debtor_guarantors,living_at_current_address,valueable_assets,age,other_credits,apartment_type,credits_at_bank,occupation,num_dependents,broadband,foreign_worker
1558,good,more_than_200_DM,from_12_to_18,paid_back_previous_credits_at_this_bank,furniture,from_1K_to_1.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1559,good,no_balance_or_debit,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,other,from_1.5K_to_2.5K,more_than_1000_DM,less_than_1_year,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,unemployed_or_unskilled_with_no_permanent_residence,three_or_more,no,yes
1560,good,more_than_200_DM,from_06_to_12,paid_back_previous_credits_at_this_bank,used_car,from_1.5K_to_2.5K,from_500_to_1000_DM,from_4_to_7_years,from_20_to_25_percent,female_not_single_or_male_single,none,from_1_to_4_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1561,good,no_running_account,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,from_100_to_500_DM,more_than_7_years,from_20_to_25_percent,female_single,none,less_than_1_year,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1562,good,no_balance_or_debit,from_06_to_12,paid_back_previous_credits_at_this_bank,used_car,from_1.5K_to_2.5K,not_available_or_no_savings,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,skilled_worker,three_or_more,yes,yes
1563,good,no_balance_or_debit,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,retraining,from_1.5K_to_2.5K,from_500_to_1000_DM,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,three_or_more,yes,yes
1564,good,more_than_200_DM,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,more_than_1000_DM,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1565,good,more_than_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,less_than_100_DM,from_4_to_7_years,from_20_to_25_percent,male_married_or_widowed,none,less_than_1_year,house_or_land,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1566,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,new_car,from_1.5K_to_2.5K,not_available_or_no_savings,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1567,bad,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,from_100_to_500_DM,more_than_7_years,from_20_to_25_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,at_other_banks,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1568,bad,no_running_account,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,not_available_or_no_savings,less_than_1_year,less_than_20_percent,female_not_single_or_male_single,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1569,good,no_balance_or_debit,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,Guarantor,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,no
1570,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,new_car,from_2.5K_to_5K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,executive,three_or_more,yes,yes
1571,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,furniture,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,unskilled_with_permanent_residence,three_or_more,no,yes
1572,good,no_balance_or_debit,from_12_to_18,paid_back_previous_credits_at_this_bank,furniture,from_2.5K_to_5K,more_than_1000_DM,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,Guarantor,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,at_other_banks,rented_flat,four_or_five,skilled_worker,three_or_more,yes,yes
1573,good,more_than_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,less_than_100_DM,more_than_7_years,from_20_to_25_percent,male_married_or_widowed,Co-Applicant,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1574,bad,no_running_account,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,new_car,from_2.5K_to_5K,not_available_or_no_savings,more_than_7_years,from_20_to_25_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,one,skilled_worker,three_or_more,yes,yes
1575,good,more_than_200_DM,from_06_to_12,problematic_running_account,vacation,from_2.5K_to_5K,from_100_to_500_DM,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,none,from_4_to_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,up_to_two,no,yes
1576,good,more_than_200_DM,from_12_to_18,paid_back_previous_credits_at_this_bank,used_car,from_2.5K_to_5K,not_available_or_no_savings,less_than_1_year,from_20_to_25_percent,male_divorced_or_separated,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,executive,three_or_more,yes,yes
1577,good,no_balance_or_debit,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_2.5K_to_5K,more_than_1000_DM,from_4_to_7_years,from_20_to_35_percent,male_married_or_widowed,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1578,good,more_than_200_DM,from_18_to_24,no_problems_current_credit_at_bank,used_car,from_2.5K_to_5K,less_than_100_DM,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_4_to_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1579,good,no_running_account,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,other,from_2.5K_to_5K,less_than_100_DM,from_1_to_4_years,from_20_to_25_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,up_to_two,yes,yes
1580,good,more_than_200_DM,from_18_to_24,no_problems_current_credit_at_bank,new_car,from_2.5K_to_5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_25_percent,male_married_or_widowed,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,unskilled_with_permanent_residence,three_or_more,yes,yes
1581,good,more_than_200_DM,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,other,from_5K_to_7.5K,from_100_to_500_DM,more_than_7_years,more_than_35_percent,female_not_single_or_male_single,none,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,one,skilled_worker,three_or_more,no,yes
1582,good,more_than_200_DM,from_30_to_36,paid_back_previous_credits_at_this_bank,new_car,from_5K_to_7.5K,not_available_or_no_savings,more_than_7_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,up_to_two,yes,yes
1583,good,no_balance_or_debit,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,new_car,from_5K_to_7.5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,executive,three_or_more,yes,yes
1584,good,more_than_200_DM,from_30_to_36,paid_back_previous_credits_at_this_bank,new_car,from_5K_to_7.5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_25_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,executive,three_or_more,yes,yes
1585,good,more_than_200_DM,from_42_to_48,paid_back_previous_credits_at_this_bank,new_car,from_7.5K_to_10K,more_than_1000_DM,from_4_to_7_years,from_20_to_35_percent,male_married_or_widowed,none,less_than_1_year,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1586,good,more_than_200_DM,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,repair,from_7.5K_to_10K,more_than_1000_DM,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,one,unskilled_with_permanent_residence,up_to_two,yes,yes
1587,good,no_running_account,from_42_to_48,no_previous_credit_or_paid_back_all_previous_credits,other,from_10K_to_15K,not_available_or_no_savings,less_than_1_year,more_than_35_percent,female_not_single_or_male_single,none,less_than_1_year,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,three_or_more,yes,yes
1588,good,more_than_200_DM,<06,paid_back_previous_credits_at_this_bank,furniture,from_0.5K_to_1K,more_than_1000_DM,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,two_or_three,skilled_worker,three_or_more,no,yes
1589,good,more_than_200_DM,from_06_to_12,no_problems_current_credit_at_bank,furniture,from_0.5K_to_1K,more_than_1000_DM,more_than_7_years,from_20_to_25_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,one,skilled_worker,three_or_more,no,yes
1590,bad,no_balance_or_debit,from_12_to_18,paid_back_previous_credits_at_this_bank,other,from_0.5K_to_1K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,up_to_two,yes,yes
1591,good,more_than_200_DM,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,other,from_0.5K_to_1K,from_100_to_500_DM,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1592,good,more_than_200_DM,from_12_to_18,paid_back_previous_credits_at_this_bank,other,from_1K_to_1.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,none,from_4_to_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1593,good,more_than_200_DM,<06,no_previous_credit_or_paid_back_all_previous_credits,vacation,from_1K_to_1.5K,more_than_1000_DM,unemployed,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,executive,up_to_two,yes,yes
1594,good,more_than_200_DM,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,radio_television,from_1K_to_1.5K,from_100_to_500_DM,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,from_4_to_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1595,good,0_to_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,retraining,from_1K_to_1.5K,from_500_to_1000_DM,from_1_to_4_years,from_20_to_35_percent,male_divorced_or_separated,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1596,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1K_to_1.5K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,less_than_1_year,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,executive,three_or_more,yes,yes
1597,bad,no_running_account,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,other,from_1K_to_1.5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_35_percent,male_divorced_or_separated,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1598,good,no_running_account,<06,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_1K_to_1.5K,not_available_or_no_savings,from_1_to_4_years,more_than_35_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,at_other_banks,rented_flat,one,unskilled_with_permanent_residence,three_or_more,yes,yes
1599,good,more_than_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,retraining,from_1.5K_to_2.5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_35_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1600,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,retraining,from_1.5K_to_2.5K,from_500_to_1000_DM,more_than_7_years,less_than_20_percent,female_not_single_or_male_single,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,at_other_banks,rented_flat,one,unskilled_with_permanent_residence,three_or_more,no,yes
1601,good,no_running_account,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,other,from_1.5K_to_2.5K,not_available_or_no_savings,less_than_1_year,from_20_to_35_percent,male_married_or_widowed,none,from_4_to_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1602,good,no_running_account,<06,paid_back_previous_credits_at_this_bank,used_car,from_1.5K_to_2.5K,not_available_or_no_savings,unemployed,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,four_or_five,executive,three_or_more,yes,yes
1603,good,no_balance_or_debit,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,retraining,from_1.5K_to_2.5K,from_500_to_1000_DM,less_than_1_year,from_20_to_25_percent,female_single,none,from_4_to_7_years,not_available_or_no_assets,from_26_to_39,at_other_banks,rented_flat,one,skilled_worker,three_or_more,yes,yes
1604,good,no_running_account,from_12_to_18,problematic_running_account,furniture,from_1.5K_to_2.5K,not_available_or_no_savings,less_than_1_year,from_20_to_25_percent,male_married_or_widowed,Co-Applicant,more_than_7_years,house_or_land,from_26_to_39,at_other_banks,owner_occupied_flat,one,executive,three_or_more,yes,yes
1605,good,no_balance_or_debit,from_24_to_30,paid_back_previous_credits_at_this_bank,other,from_1.5K_to_2.5K,more_than_1000_DM,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1606,good,0_to_200_DM,from_06_to_12,no_problems_current_credit_at_bank,other,from_1.5K_to_2.5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,female_not_single_or_male_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,at_department_stores,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1607,good,no_balance_or_debit,from_30_to_36,paid_back_previous_credits_at_this_bank,furniture,from_1.5K_to_2.5K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1608,good,0_to_200_DM,from_12_to_18,paid_back_previous_credits_at_this_bank,new_car,from_1.5K_to_2.5K,from_100_to_500_DM,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1609,good,no_balance_or_debit,from_06_to_12,paid_back_previous_credits_at_this_bank,other,from_1.5K_to_2.5K,from_100_to_500_DM,from_4_to_7_years,from_20_to_25_percent,male_divorced_or_separated,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,executive,three_or_more,yes,yes
1610,good,no_balance_or_debit,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,new_car,from_2.5K_to_5K,more_than_1000_DM,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,at_other_banks,owner_occupied_flat,one,skilled_worker,three_or_more,yes,yes
1611,good,no_running_account,from_06_to_12,paid_back_previous_credits_at_this_bank,other,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,free_apartment,two_or_three,skilled_worker,up_to_two,no,yes
1612,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,furniture,from_2.5K_to_5K,less_than_100_DM,more_than_7_years,from_20_to_25_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,up_to_two,yes,yes
1613,good,more_than_200_DM,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,other,from_2.5K_to_5K,more_than_1000_DM,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1614,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,from_100_to_500_DM,more_than_7_years,from_20_to_25_percent,male_divorced_or_separated,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,executive,three_or_more,yes,yes
1615,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,new_car,from_2.5K_to_5K,not_available_or_no_savings,more_than_7_years,more_than_35_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,executive,three_or_more,yes,yes
1616,good,no_running_account,from_06_to_12,paid_back_previous_credits_at_this_bank,other,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,free_apartment,two_or_three,skilled_worker,up_to_two,no,yes
1617,bad,no_balance_or_debit,from_24_to_30,no_previous_credit_or_paid_back_all_previous_credits,retraining,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,up_to_two,yes,yes
1618,good,more_than_200_DM,from_36_to_42,paid_back_previous_credits_at_this_bank,used_car,from_2.5K_to_5K,from_100_to_500_DM,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1619,bad,more_than_200_DM,from_12_to_18,hesitant_pmt_of_previous_credit,retraining,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,at_department_stores,rented_flat,two_or_three,skilled_worker,up_to_two,no,yes
1620,bad,no_balance_or_debit,from_18_to_24,hesitant_pmt_of_previous_credit,retraining,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,more_than_35_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,four_or_five,unskilled_with_permanent_residence,three_or_more,yes,yes
1621,good,no_running_account,from_12_to_18,paid_back_previous_credits_at_this_bank,other,from_5K_to_7.5K,not_available_or_no_savings,more_than_7_years,from_20_to_35_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,four_or_five,executive,three_or_more,yes,yes
1622,good,more_than_200_DM,from_30_to_36,paid_back_previous_credits_at_this_bank,retraining,from_5K_to_7.5K,more_than_1000_DM,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1623,good,more_than_200_DM,from_24_to_30,paid_back_previous_credits_at_this_bank,furniture,from_5K_to_7.5K,more_than_1000_DM,from_4_to_7_years,from_20_to_35_percent,male_married_or_widowed,none,from_4_to_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1624,good,no_balance_or_debit,from_18_to_24,no_problems_current_credit_at_bank,retraining,from_5K_to_7.5K,less_than_100_DM,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,executive,three_or_more,yes,yes
1625,good,no_balance_or_debit,from_18_to_24,no_problems_current_credit_at_bank,new_car,from_5K_to_7.5K,more_than_1000_DM,from_4_to_7_years,from_20_to_25_percent,male_married_or_widowed,none,more_than_7_years,car_or_other,from_26_to_39,at_other_banks,free_apartment,two_or_three,executive,up_to_two,yes,yes
1626,bad,no_running_account,>54,no_previous_credit_or_paid_back_all_previous_credits,retraining,from_5K_to_7.5K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,Co-Applicant,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,free_apartment,one,skilled_worker,three_or_more,no,yes
1627,good,no_balance_or_debit,from_42_to_48,problematic_running_account,other,from_10K_to_15K,more_than_1000_DM,unemployed,less_than_20_percent,male_married_or_widowed,Co-Applicant,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,one,executive,three_or_more,yes,yes
1628,good,no_running_account,<06,paid_back_previous_credits_at_this_bank,other,from_0.5K_to_1K,not_available_or_no_savings,from_4_to_7_years,less_than_20_percent,female_not_single_or_male_single,none,from_4_to_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1629,bad,no_balance_or_debit,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_0.5K_to_1K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,up_to_two,no,yes
1630,good,no_balance_or_debit,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1K_to_1.5K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,unskilled_with_permanent_residence,three_or_more,no,yes
1631,good,no_balance_or_debit,from_06_to_12,paid_back_previous_credits_at_this_bank,furniture,from_1K_to_1.5K,not_available_or_no_savings,more_than_7_years,from_20_to_35_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,four_or_five,unskilled_with_permanent_residence,three_or_more,no,yes
1632,good,0_to_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,radio_television,from_1K_to_1.5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1633,bad,no_running_account,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,other,from_1K_to_1.5K,not_available_or_no_savings,less_than_1_year,from_20_to_25_percent,female_not_single_or_male_single,none,less_than_1_year,not_available_or_no_assets,from_26_to_39,at_other_banks,rented_flat,one,unskilled_with_permanent_residence,three_or_more,no,yes
1634,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,other,from_1K_to_1.5K,from_500_to_1000_DM,more_than_7_years,less_than_20_percent,female_not_single_or_male_single,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1635,bad,0_to_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,other,from_1K_to_1.5K,more_than_1000_DM,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,at_other_banks,rented_flat,two_or_three,unskilled_with_permanent_residence,up_to_two,no,yes
1636,good,more_than_200_DM,from_06_to_12,paid_back_previous_credits_at_this_bank,used_car,from_1K_to_1.5K,from_100_to_500_DM,from_4_to_7_years,from_20_to_25_percent,female_not_single_or_male_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,skilled_worker,three_or_more,yes,yes
1637,bad,more_than_200_DM,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,repair,from_1.5K_to_2.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,house_or_land,from_26_to_39,at_department_stores,owner_occupied_flat,one,skilled_worker,three_or_more,yes,yes
1638,bad,no_balance_or_debit,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_1.5K_to_2.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,three_or_more,no,yes
1639,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,other,from_1.5K_to_2.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1640,bad,0_to_200_DM,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,Co-Applicant,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
